Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditBankAccountForBakery,Chrome 77.0.3865.90,,2019-10-08 09:57:45,2019-10-08 10:01:57,4m - 11.774s,FAILED
,,,,,,
Test Cases/General/GetData/EditBakeryBankAccountGetData,Chrome 77.0.3865.90,,2019-10-08 09:57:45,2019-10-08 09:57:51,5.591s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-08 09:57:46,2019-10-08 09:57:46,0.003s,PASSED
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-08 09:57:46,2019-10-08 09:57:46,0.003s,PASSED
"Query = ""select * from base_bakery where BAKERY_CODE in (select bakery_code from bakery_ach_data) and base_bakery.governorate_code=90""",Chrome 77.0.3865.90,,2019-10-08 09:57:46,2019-10-08 09:57:46,0.002s,PASSED
println(Query),Chrome 77.0.3865.90,,2019-10-08 09:57:46,2019-10-08 09:57:46,0.041s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""bdistribute"", ""12345678"", Query, ""C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\BakeryHaveBankAccount.txt"")",Chrome 77.0.3865.90,,2019-10-08 09:57:46,2019-10-08 09:57:49,2.927s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-10-08 09:57:49,2019-10-08 09:57:49,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-10-08 09:57:49,2019-10-08 09:57:51,1.495s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.079s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\AccNumber.txt),Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.003s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(6, 1))",Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.140s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\AccName.txt),Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(7, 1))",Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.074s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\NIDNumber.txt),Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.001s,PASSED
"file.write(""28502063200094"")",Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:51,0.002s,PASSED
,,,,,,
Test Cases/SpecificTab/CreateModifyBankAccountForBakeryMethod/DeleteAllReqBySpecificNID,Chrome 77.0.3865.90,,2019-10-08 09:57:51,2019-10-08 09:57:53,2.041s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-08 09:57:52,2019-10-08 09:57:52,0.001s,PASSED
"Query = ""begin for ch in (select REQ_CODE from REQ_BAKERY_ACH_DATA  where ACC_OWNER_NID='28502063200094') loop  delete   REQ_ACTIVITY where REQ_CODE =ch.REQ_CODE ; delete from REQ_BAKERY_ACH_DATA where REQ_CODE = ch.REQ_CODE; delete from REQUESTS   where REQ_CODE = ch.REQ_CODE;commit; end loop; end;""",Chrome 77.0.3865.90,,2019-10-08 09:57:52,2019-10-08 09:57:52,0.002s,PASSED
"dataBaseConnection.UpdateOracleQuery.conectsql(""bdistribute"", ""12345678"", Query)",Chrome 77.0.3865.90,,2019-10-08 09:57:52,2019-10-08 09:57:53,1.548s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-10-08 09:57:53,2019-10-08 09:58:37,44.034s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-08 09:57:54,2019-10-08 09:57:59,5.776s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-10-08 09:57:59,2019-10-08 09:58:21,21.692s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-10-08 09:58:21,2019-10-08 09:58:22,1.198s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-10-08 09:58:22,2019-10-08 09:58:23,0.368s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-10-08 09:58:23,2019-10-08 09:58:23,0.302s,PASSED
