Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditBankAccountForBakery,Chrome 77.0.3865.90,,2019-10-03 10:19:48,2019-10-03 10:23:17,3m - 29.045s,ERROR
,,,,,,
Test Cases/General/GetData/EditBakeryBankAccountGetData,Chrome 77.0.3865.90,,2019-10-03 10:19:48,2019-10-03 10:19:52,4.346s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 10:19:49,2019-10-03 10:19:49,0.002s,PASSED
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 10:19:49,2019-10-03 10:19:49,0.003s,PASSED
"Query = ""select * from base_bakery where BAKERY_CODE in (select bakery_code from bakery_ach_data) and base_bakery.governorate_code=03""",Chrome 77.0.3865.90,,2019-10-03 10:19:49,2019-10-03 10:19:49,0.001s,PASSED
println(Query),Chrome 77.0.3865.90,,2019-10-03 10:19:49,2019-10-03 10:19:49,0.010s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""bdistribute"", ""12345678"", Query, ""C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\BakeryHaveBankAccount.txt"")",Chrome 77.0.3865.90,,2019-10-03 10:19:49,2019-10-03 10:19:51,1.979s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-10-03 10:19:51,2019-10-03 10:19:51,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-10-03 10:19:51,2019-10-03 10:19:52,1.287s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-10-03 10:19:52,2019-10-03 10:19:52,0.001s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-10-03 10:19:52,2019-10-03 10:19:52,0.192s,PASSED
