Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/General/OpenMethods/OpenCreateModifyBankAccountForBakeryTabMethod,Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.625s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/EditBakeryAccount.jsf"")",Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.614s,PASSED
,,,,,,
Test Cases/SpecificTab/CreateModifyBankAccountForBakeryMethod/SearchForBakeryCodeByDirectorateEmployee,Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:33,31.988s,FAILED
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.000s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem\Cash\BakeryDosenotHaveBankAccount.txt),Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.001s,PASSED
BakeryDosenotHaveBankAccount = file.readLines(),Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.001s,PASSED
println(BakeryDosenotHaveBankAccount),Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:01,0.001s,PASSED
"setText(findTestObject(""Object Repository/CreateMdifyBankAcc/Page_/input_ _formj_idt33""), BakeryDosenotHaveBankAccount)",Chrome 74.0.3729.169,,2019-09-26 10:44:01,2019-09-26 10:44:33,31.976s,FAILED
,,,,,,
Test Cases/Reusable/Assertion/CanAccessBankAccontTabAssertionMethod,Chrome 74.0.3729.169,,2019-09-26 10:44:33,2019-09-26 10:45:06,32.217s,FAILED
"click(findTestObject(""BankAccDataField/Page_ (1)/BankAccountDataTab""))",Chrome 74.0.3729.169,,2019-09-26 10:44:34,2019-09-26 10:45:06,31.766s,FAILED
,,,,,,
Test Cases/General/CloseMethod/CloseBrowserMethod,Chrome 74.0.3729.169,,2019-09-26 10:45:06,2019-09-26 10:45:06,0.883s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,2019-09-26 10:45:06,2019-09-26 10:45:06,0.873s,PASSED
