Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditBankAccountForBakery,Chrome 77.0.3865.90,,2019-10-09 11:07:37,2019-10-09 11:09:06,1m - 28.386s,FAILED
,,,,,,
Test Cases/General/GetData/EditBakeryBankAccountGetData,Chrome 77.0.3865.90,,2019-10-09 11:07:38,2019-10-09 11:07:43,4.724s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-09 11:07:39,2019-10-09 11:07:39,0.003s,PASSED
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-09 11:07:39,2019-10-09 11:07:39,0.000s,PASSED
"Query = ""Select * from base_bakery b inner join bakery_ach_data ach on b.BAKERY_CODE = ach.bakery_code  where b.governorate_code=90 and b.BAKERY_CODE not in(select BAKERY_CODE from REQ_BAKERY_ACH_DATA rbb,Requests r where rbb.REQ_CODE = r.REQ_CODE and r.REQ_CHANNEL="" + ""'"" + ""BAKERY_ACC"" + ""' and r.REQ_STATUS = "" + ""'"" + ""FR_APRV"" + ""'and r.APP_TYPE=1) """,Chrome 77.0.3865.90,,2019-10-09 11:07:39,2019-10-09 11:07:39,0.000s,PASSED
println(Query),Chrome 77.0.3865.90,,2019-10-09 11:07:39,2019-10-09 11:07:39,0.000s,PASSED
"dataBaseConnection.GetOracleQueryResult.conectsql(""bdistribute"", ""12345678"", Query, ""C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\BakeryHaveBankAccount.txt"")",Chrome 77.0.3865.90,,2019-10-09 11:07:39,2019-10-09 11:07:41,2.246s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidUserName.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:41,2019-10-09 11:07:41,0.000s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:41,2019-10-09 11:07:42,1.299s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\ValidPassword.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:42,0.002s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:42,0.115s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\AccNumber.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:42,0.000s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(6, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:42,0.189s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\AccName.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:42,0.000s,PASSED
"file.write(findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(7, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:42,2019-10-09 11:07:43,0.111s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\NIDNumber.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.000s,PASSED
"file.write(""28502063200094"")",Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.000s,PASSED
,,,,,,
Test Cases/SpecificTab/CreateModifyBankAccountForBakeryMethod/DeleteAllReqBySpecificNID,Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.736s,PASSED
Query = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.016s,PASSED
"Query = ""begin for ch in (select REQ_CODE from REQ_BAKERY_ACH_DATA  where ACC_OWNER_NID='28502063200094') loop  delete   REQ_ACTIVITY where REQ_CODE =ch.REQ_CODE ; delete from REQ_BAKERY_ACH_DATA where REQ_CODE = ch.REQ_CODE; delete from REQUESTS   where REQ_CODE = ch.REQ_CODE;commit; end loop; end;""",Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.000s,PASSED
"dataBaseConnection.UpdateOracleQuery.conectsql(""bdistribute"", ""12345678"", Query)",Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:43,0.385s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenBakerySystemByDirectorateEmployeeMethod,Chrome 77.0.3865.90,,2019-10-09 11:07:43,2019-10-09 11:07:56,12.301s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-09 11:07:44,2019-10-09 11:07:49,4.711s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/login.jsf"")",Chrome 77.0.3865.90,,2019-10-09 11:07:49,2019-10-09 11:07:51,2.586s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,2019-10-09 11:07:51,2019-10-09 11:07:52,1.157s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_/input__username""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(1, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:52,2019-10-09 11:07:53,0.297s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_/input__password""), findTestData(""BakeryDataFileDirectorateAndCommodityEmployee"").getValue(2, 1))",Chrome 77.0.3865.90,,2019-10-09 11:07:53,2019-10-09 11:07:53,0.309s,PASSED
"click(findTestObject(""Object Repository/Login/Page_/span_""))",Chrome 77.0.3865.90,,2019-10-09 11:07:53,2019-10-09 11:07:56,2.648s,PASSED
waitForPageLoad(3),Chrome 77.0.3865.90,,2019-10-09 11:07:56,2019-10-09 11:07:56,0.093s,PASSED
,,,,,,
Test Cases/General/OpenMethods/OpenCreateModifyBankAccountForBakeryTabMethod,Chrome 77.0.3865.90,,2019-10-09 11:07:56,2019-10-09 11:07:57,1.441s,PASSED
"navigateToUrl(""http://81.29.102.138:7001/bakeriessystem/manager/EditBakeryAccount.jsf"")",Chrome 77.0.3865.90,,2019-10-09 11:07:56,2019-10-09 11:07:57,1.186s,PASSED
,,,,,,
Test Cases/SpecificTab/CreateModifyBankAccountForBakeryMethod/SearchForBakeryCodeByCommodityEmployee-Edit,Chrome 77.0.3865.90,,2019-10-09 11:07:57,2019-10-09 11:07:58,0.650s,PASSED
file = new java.io.File(C:\Users\smart\Katalon Studio\BakeryManagementSystem.Share\Cash\BakeryHaveBankAccount.txt),Chrome 77.0.3865.90,,2019-10-09 11:07:57,2019-10-09 11:07:57,0.000s,PASSED
BakeryHaveBankAccount = file.readLines(),Chrome 77.0.3865.90,,2019-10-09 11:07:57,2019-10-09 11:07:57,0.012s,PASSED
"BakeryHaveBankAccount = BakeryHaveBankAccount.replaceAll(""[^\d]"", """")",Chrome 77.0.3865.90,,2019-10-09 11:07:57,2019-10-09 11:07:57,0.012s,PASSED
"setText(findTestObject(""ReviewAddBankAcc/Page_/Review-BakeryCodeSearchField""), BakeryHaveBankAccount)",Chrome 77.0.3865.90,,2019-10-09 11:07:57,2019-10-09 11:07:58,0.188s,PASSED
"click(findTestObject(""ReviewAddBankAcc/Page_/Review-SearchButton""))",Chrome 77.0.3865.90,,2019-10-09 11:07:58,2019-10-09 11:07:58,0.145s,PASSED
,,,,,,
Test Cases/SpecificTab/CreateModifyBankAccountForBakeryMethod/EnterValidBankAccData,Chrome 77.0.3865.90,,2019-10-09 11:07:58,2019-10-09 11:08:00,2.087s,FAILED
